state,year,yield,avg_temp_C,max_temp_C,min_temp_C,total_precip_mm,avg_precip_mm,hot_days,dry_days,flooding_days
KANSAS,2009,44.5,28.21478307189545,36.84957000000003,13.571100000000001,405.161015501017,2.648111212424948,12.0,82,0.0
MINNESOTA,2009,40.0,23.07320509803924,31.545370000000048,12.12133,392.93359478519,2.568193429968562,0.0,86,0.0
MISSOURI,2009,43.5,26.65425228758172,34.93212,18.001340000000027,541.5635492558,3.5396310408875817,0.0,74,5.0
NEBRASKA,2009,54.5,25.896451764705905,34.08743000000004,15.69738000000001,428.9164926685,2.8033757690751635,0.0,75,1.0
OHIO,2009,49.0,24.395923398692837,31.88232000000005,13.952400000000011,412.2515568961363,2.694454620236185,0.0,87,0.0
SOUTH DAKOTA,2009,42.0,24.140496078431394,32.67986000000002,13.081320000000005,406.9695169193645,2.6599314831331013,0.0,84,0.0
WISCONSIN,2009,40.0,22.554025816993487,32.62530000000004,12.247299999999996,424.90114025797,2.7771316356730065,0.0,88,3.0
ILLINOIS,2010,51.5,27.6594832026144,34.72234000000003,15.142719999999997,607.531873289267,3.970796557446189,0.0,71,3.0
INDIANA,2010,48.5,27.329169411764727,33.39294000000001,13.77194000000003,514.417508725965,3.3622059393853925,0.0,81,5.0
IOWA,2010,51.0,25.569719281045774,32.659050000000036,11.51583000000005,785.4054277029652,5.133368808516113,0.0,68,6.0
KANSAS,2010,33.0,30.133713137254922,38.380359999999996,16.31277,421.33178403969,2.753802510063333,21.0,83,4.0
MINNESOTA,2010,45.0,23.687444575163422,31.666860000000042,9.810500000000047,662.15960348908,4.327840545680262,0.0,70,4.0
MISSOURI,2010,41.5,28.618053398692837,36.40890000000002,15.243280000000027,627.56007174506,4.10169981532719,7.0,66,4.0
NEBRASKA,2010,52.5,27.57268281045754,35.911519999999996,12.286770000000047,511.41896458209,3.342607611647647,2.0,85,3.0
OHIO,2010,48.0,26.85336176470591,33.933400000000006,12.305960000000027,431.78643688711,2.8221335744255556,0.0,83,1.0
SOUTH DAKOTA,2010,38.0,24.80220751633989,34.51953000000003,8.733270000000005,612.7244806237339,4.004735167475385,0.0,78,4.0
WISCONSIN,2010,50.5,24.01696130718957,31.222440000000006,9.06588000000005,609.98237633067,3.9868129171939217,0.0,74,4.0
ILLINOIS,2011,47.5,27.09634183006538,36.429280000000006,12.146780000000035,517.63969371658,3.383265972003791,5.0,69,2.0
INDIANA,2011,45.5,26.549244052287605,36.06518,12.486750000000029,512.034061347457,3.346627851944164,5.0,66,2.0
IOWA,2011,51.5,25.598731437908523,34.455870000000004,12.408929999999998,500.877588281579,3.2737097273305817,0.0,81,3.0
KANSAS,2011,27.5,31.274207581699372,39.14350000000002,15.232870000000048,264.5572016138208,1.7291320366916392,48.0,104,0.0
MINNESOTA,2011,39.0,23.94870254901963,33.118160000000046,9.10092000000003,448.37116851136,2.930530513146144,0.0,76,1.0
MISSOURI,2011,36.5,28.54893496732028,38.86147,12.014670000000024,464.65248990195,3.0369443784441175,16.0,81,2.0
NEBRASKA,2011,54.0,27.204384379084992,36.509360000000015,11.60775000000001,469.65868123265756,3.069664583219984,7.0,86,3.0
OHIO,2011,48.0,25.835684444444464,35.480920000000026,10.852530000000002,552.449794235514,3.6107829688595685,1.0,70,1.0
SOUTH DAKOTA,2011,37.0,24.883141241830092,35.25997000000001,8.406900000000007,468.5853698232,3.062649475968627,1.0,84,2.0
WISCONSIN,2011,47.0,23.871640784313747,35.37940000000003,8.453270000000032,437.66832071805817,2.8605772595951513,1.0,80,2.0
ILLINOIS,2012,43.0,29.003021699346426,38.4717,16.753440000000012,322.6504766463226,2.1088266447472064,18.0,102,1.0
INDIANA,2012,44.0,28.127995947712442,38.44103000000001,15.49395000000004,339.1164513094921,2.216447394179687,10.0,99,2.0
IOWA,2012,45.0,28.198507647058843,36.922600000000045,16.162840000000017,285.6470618736191,1.8669742606118898,10.0,102,0.0
KANSAS,2012,23.0,31.896036013071917,41.18505000000005,20.832539999999995,193.0895414290674,1.2620231465952116,43.0,118,0.0
MINNESOTA,2012,43.5,26.055017124183028,35.022640000000024,14.41595000000001,363.25193166828,2.3741956318188238,1.0,90,2.0
MISSOURI,2012,30.0,30.330009869281067,38.722470000000044,19.372280000000046,306.8536199795595,2.005579215552676,32.0,108,3.0
NEBRASKA,2012,41.5,30.302161111111133,39.13912000000005,17.530020000000036,247.263499729114,1.6161013054190456,28.0,113,0.0
OHIO,2012,45.0,27.223684640522894,37.46993000000003,14.64276000000001,354.9614282354655,2.320009334872324,6.0,102,2.0
SOUTH DAKOTA,2012,30.5,28.06375052287584,37.53040000000004,14.563930000000028,247.4600055013934,1.6173856568718523,16.0,98,1.0
WISCONSIN,2012,42.0,25.990243137254925,36.06940000000003,13.068380000000047,275.752228015817,1.8023021438942288,3.0,98,0.0
ILLINOIS,2013,50.0,26.778760457516363,35.27062000000001,13.896569999999997,385.897815342985,2.5222079434182025,2.0,84,2.0
INDIANA,2013,51.5,25.881657189542505,33.71383000000003,12.843200000000024,429.0260186430146,2.8040916251177426,0.0,88,2.0
IOWA,2013,45.5,25.649565359477148,35.237900000000025,3.652520000000038,498.161177789754,3.255955410390549,1.0,89,3.0
KANSAS,2013,37.0,29.509788627451005,38.32784000000004,10.947870000000023,428.3784117180587,2.7998589001180307,20.0,91,3.0
MINNESOTA,2013,42.0,23.95168163398695,33.30038000000002,6.210260000000005,453.393947665148,2.9633591350663266,0.0,76,3.0
MISSOURI,2013,36.0,27.721573071895445,36.227750000000015,6.175100000000043,431.23128603582,2.8185051374890198,3.0,87,3.0
NEBRASKA,2013,53.5,27.427675424836625,35.33196000000004,10.072000000000003,388.444833059119,2.5388551180334575,2.0,85,2.0
OHIO,2013,49.5,25.01628699346407,32.92610000000002,12.12438000000003,467.717908627277,3.0569797949495228,0.0,80,2.0
SOUTH DAKOTA,2013,40.5,25.224330457516363,34.07293000000004,8.314940000000036,437.37042881588,2.8586302536985624,0.0,86,3.0
WISCONSIN,2013,39.0,23.65407823529414,32.36935,6.056200000000047,429.25649389465,2.805597999311438,0.0,81,0.0
ILLINOIS,2014,56.0,25.98883784313728,33.073800000000006,11.199400000000026,511.065876477481,3.3402998462580458,0.0,71,3.0
INDIANA,2014,55.5,25.479007647058847,31.44930000000005,11.847250000000031,483.90671226064904,3.16278896902385,0.0,84,2.0
IOWA,2014,51.0,24.67641483660133,31.74096000000003,9.42100000000005,571.26782180528,3.7337766131064054,0.0,66,5.0
KANSAS,2014,35.5,29.431110915032704,37.10525000000001,14.987099999999998,408.0016056157,2.666677160886928,10.0,87,4.0
MINNESOTA,2014,41.5,22.857596339869303,30.804900000000032,9.415770000000009,536.52103512817,3.506673432210261,0.0,66,2.0
MISSOURI,2014,46.5,27.44331261437911,34.76086000000004,12.215100000000007,471.28787733227307,3.080312923740347,0.0,79,4.0
NEBRASKA,2014,54.0,26.720266732026165,36.31115,11.601220000000012,535.8732381324,3.5024394649176473,1.0,80,3.0
OHIO,2014,52.5,24.519814313725515,30.757600000000025,12.478000000000009,438.262950702542,2.8644637300819737,0.0,82,1.0
SOUTH DAKOTA,2014,45.0,24.101780915032705,34.27610000000004,10.710230000000024,461.368368573358,3.0154795331592026,0.0,76,1.0
WISCONSIN,2014,44.0,22.956738104575187,30.767359999999996,8.226370000000031,519.849293526436,3.397707800826379,0.0,76,3.0
ILLINOIS,2015,56.0,26.688406274509827,33.15707000000003,14.829160000000002,612.829662589223,4.00542263130211,0.0,71,5.0
INDIANA,2015,50.0,25.985212222222245,31.484770000000026,14.400959999999998,539.35316334435,3.5251840741460785,0.0,77,3.0
IOWA,2015,56.5,25.46541281045754,32.28924000000001,12.56152000000003,662.74395340574,4.331659826181307,0.0,75,5.0
KANSAS,2015,38.5,29.23776522875819,37.11462,14.24902000000003,510.1489182692,3.3343066553542484,9.0,70,0.0
MINNESOTA,2015,50.0,24.28303705882355,32.19326000000001,11.985500000000002,525.5781429592,3.435151261171242,0.0,79,4.0
MISSOURI,2015,40.5,27.801397189542506,34.33618000000001,16.326620000000048,611.69135527433,3.9979827142113074,0.0,70,5.0
NEBRASKA,2015,58.0,26.95521346405231,34.26483000000002,11.373960000000011,583.4267279247,3.813246587743137,0.0,78,3.0
OHIO,2015,50.0,25.322469215686297,31.095000000000027,14.24368000000004,482.695640940252,3.1548734701977255,0.0,77,1.0
SOUTH DAKOTA,2015,46.0,25.702330849673224,33.87040000000002,10.336880000000008,484.782530348,3.1685132702483663,0.0,92,5.0
WISCONSIN,2015,49.5,23.760239215686298,31.54946000000001,12.065060000000017,515.952851762042,3.372240861189817,0.0,82,1.0
ILLINOIS,2016,59.0,27.28391601307192,33.561360000000036,14.57247000000001,534.51592521723,3.4935681386747057,0.0,68,3.0
INDIANA,2016,57.5,26.634801568627474,32.23962,12.208060000000046,538.845250629611,3.5218643832000716,0.0,70,4.0
IOWA,2016,60.0,26.0933900653595,33.58895000000001,10.709339999999997,595.54145552825,3.892427813910131,0.0,72,3.0
KANSAS,2016,48.0,29.288387581699364,37.81295,12.862420000000043,471.253659576668,3.0800892782788756,11.0,71,0.0
MINNESOTA,2016,52.0,24.27984594771244,32.41810000000004,9.845240000000047,573.619356977707,3.7491461240373005,0.0,75,2.0
MISSOURI,2016,49.0,28.588106143790874,36.92614000000003,14.89855,536.63432955186,3.5074139186396076,6.0,65,1.0
NEBRASKA,2016,61.0,27.32891124183009,35.56912,10.866600000000005,490.08631124469997,3.2031785048673203,3.0,77,4.0
OHIO,2016,54.5,26.150410718954273,32.407370000000014,10.390680000000032,482.65658125085,3.154618178110131,0.0,71,1.0
SOUTH DAKOTA,2016,49.5,26.190908431372574,35.10473000000002,12.791350000000023,398.943078452575,2.607471100997222,1.0,94,2.0
WISCONSIN,2016,55.0,24.345166209150353,32.06664000000001,8.43365,533.89777244406,3.4895279244709805,0.0,72,3.0
ILLINOIS,2017,58.0,27.08888954248368,34.592070000000035,12.384200000000021,402.7558968450187,2.632391482647181,0.0,88,1.0
INDIANA,2017,54.0,25.892953856209175,32.92822000000001,12.06510000000003,481.2738208650845,3.145580528529964,0.0,89,4.0
IOWA,2017,57.0,26.124506732026166,33.120780000000025,9.091030000000046,428.351495205768,2.799682975201098,0.0,85,2.0
KANSAS,2017,37.5,28.948523333333355,38.69866000000002,14.96096,415.635733713305,2.7165734229627776,10.0,83,3.0
MINNESOTA,2017,47.5,23.74683359477126,32.056820000000016,7.509700000000009,555.170238898545,3.6285636529316667,0.0,80,5.0
MISSOURI,2017,49.5,28.127341699346424,36.33050000000003,15.884850000000029,453.82278204422,2.9661619741452285,3.0,86,5.0
NEBRASKA,2017,57.5,27.695531699346432,36.53000000000003,10.068630000000041,389.08078654202,2.5430116767452287,8.0,91,4.0
OHIO,2017,49.5,24.586799542483682,30.650350000000003,12.892240000000015,521.7934073898317,3.410414427384521,0.0,86,3.0
SOUTH DAKOTA,2017,43.0,26.057168562091526,36.197,11.310570000000041,432.50602793040997,2.8268367838588886,4.0,91,4.0
WISCONSIN,2017,47.5,23.226662222222245,31.045830000000024,9.923850000000016,511.0187572495558,3.3399918774480772,0.0,72,2.0
ILLINOIS,2018,63.5,28.315443594771263,33.40984000000003,16.66073,608.02572568627,3.9740243508906534,0.0,71,5.0
INDIANA,2018,57.5,27.416307320261463,32.933250000000044,17.69598000000002,609.47817107915,3.9835174580336603,0.0,76,5.0
IOWA,2018,56.0,26.77053653594773,34.03552000000002,11.302030000000002,768.917836927635,5.025606777304804,0.0,68,8.0
KANSAS,2018,43.0,30.352429215686296,36.664270000000045,20.31692000000004,462.5656527033,3.0233049196294117,12.0,79,1.0
MINNESOTA,2018,49.0,24.978948366013096,32.54226,8.736199999999997,580.80822371023,3.7961321811126143,0.0,70,2.0
MISSOURI,2018,44.5,29.731885098039236,35.668000000000006,20.05773000000005,521.9842237552,3.411661593171242,3.0,72,3.0
NEBRASKA,2018,58.0,27.84390640522878,35.237450000000024,12.971830000000011,570.8811360067967,3.731249254946384,2.0,75,6.0
OHIO,2018,56.0,26.188770392156886,31.897700000000043,15.987630000000024,697.7888091574999,4.560711170964052,0.0,70,4.0
SOUTH DAKOTA,2018,45.0,26.46503274509806,34.52102000000002,10.30743000000001,455.7047335323,2.978462310668627,0.0,80,3.0
WISCONSIN,2018,48.0,24.779369542483682,33.05505000000005,11.224500000000035,633.707961114002,4.141882098784327,0.0,72,5.0
ILLINOIS,2019,54.0,27.169299738562117,33.66805000000005,11.529570000000035,622.0979022032,4.065999360805229,0.0,60,1.0
INDIANA,2019,51.0,26.54111620915035,32.522500000000036,11.648340000000019,572.00883608134,3.7386198436688884,0.0,65,1.0
IOWA,2019,55.0,25.653901045751656,34.597620000000006,11.507650000000012,672.799126107323,4.3973799091981896,0.0,60,4.0
KANSAS,2019,41.5,29.226465163398714,37.83242000000001,13.616630000000043,595.79319596116,3.894073176216732,8.0,65,3.0
MINNESOTA,2019,44.0,23.336977516339893,31.223299999999995,7.971950000000049,617.7232076961,4.037406586249019,0.0,64,4.0
MISSOURI,2019,46.0,28.20044366013074,35.4871,14.57412000000005,733.9246182776,4.796892929918954,2.0,63,8.0
NEBRASKA,2019,58.5,26.74324503267976,36.23580000000004,9.863100000000031,617.88332992196,4.038453136744836,3.0,72,6.0
OHIO,2019,49.0,25.842333660130745,32.79272000000003,12.402000000000044,534.0646381333,3.4906185498908497,0.0,68,2.0
SOUTH DAKOTA,2019,42.5,24.323012875817014,33.49493000000001,7.25027,602.5176776703506,3.938024037061115,0.0,76,7.0
WISCONSIN,2019,47.0,23.230914052287602,32.36065000000002,7.838900000000024,634.421054507079,4.146542839915549,0.0,63,3.0
ILLINOIS,2020,60.0,26.746552119205322,33.62322,12.020100000000014,479.842583205296,3.1362260340215427,0.0,84,2.0
INDIANA,2020,59.0,26.429436158940423,33.090660000000014,10.431100000000015,418.51032858878,2.735361624763268,0.0,88,1.0
IOWA,2020,54.0,25.92560675496691,34.42780000000005,10.311900000000037,476.1973486820205,3.112400971777912,0.0,89,5.0
KANSAS,2020,41.0,29.73875072847684,36.776940000000025,9.699820000000045,339.35219321766,2.217988190965098,16.0,93,1.0
MINNESOTA,2020,50.0,24.446634768211943,32.53787,9.15264000000002,408.7252663133113,2.671406969368048,0.0,86,1.0
MISSOURI,2020,51.0,27.32546794701989,34.00040000000001,13.128630000000044,581.20850659332,3.7987484091066666,0.0,78,5.0
NEBRASKA,2020,58.0,27.970130264900686,35.68087000000003,8.14724000000001,368.19453945022,2.4065002578445753,3.0,103,2.0
OHIO,2020,55.0,25.454366225165586,32.96948000000003,9.163870000000031,443.935985627602,2.901542389722889,0.0,82,2.0
SOUTH DAKOTA,2020,46.0,26.257793112582803,35.67350000000005,8.903440000000046,320.2099747527183,2.092875651978551,2.0,99,1.0
WISCONSIN,2020,52.0,23.75489390728479,31.83883000000003,10.339320000000043,512.908432039089,3.3523426930659412,0.0,84,6.0
ILLINOIS,2021,65.0,27.042076078431393,34.5813,13.758939999999996,570.13941588345,3.7264014110029415,0.0,78,5.0
INDIANA,2021,60.0,26.398226601307215,33.42123000000004,13.131950000000018,572.75392906829,3.7434897324724834,0.0,78,4.0
IOWA,2021,63.0,26.835249019607865,36.074460000000045,14.106400000000008,491.9059391098706,3.2150714974501344,1.0,81,3.0
KANSAS,2021,40.0,29.84204477124186,37.64843000000002,14.34164000000004,366.3085736759,2.394173684156209,22.0,87,1.0
MINNESOTA,2021,47.0,26.173753071895447,35.4726,12.386220000000037,406.531266439505,2.657067100911797,1.0,91,2.0
MISSOURI,2021,49.0,28.035723398692834,35.92318,16.269949999999994,573.540906769124,3.748633377575974,3.0,75,4.0
NEBRASKA,2021,63.0,28.72541130718956,37.85757000000001,13.858940000000018,320.5316618341767,2.0949781819227233,8.0,100,1.0
OHIO,2021,57.0,25.61276816993466,32.44103000000001,12.350400000000036,548.455024576147,3.584673363242791,0.0,78,3.0
SOUTH DAKOTA,2021,40.0,27.674819607843162,37.774159999999995,12.287470000000042,331.3439701312813,2.1656468636031456,10.0,100,3.0
WISCONSIN,2021,55.0,24.823883856209175,31.89852000000002,11.58026000000001,474.41954227537,3.100781322061242,0.0,85,2.0
ILLINOIS,2022,63.0,27.295508366013095,34.486320000000035,13.726460000000031,465.74549956963,3.0440882324812417,0.0,77,4.0
INDIANA,2022,57.5,26.824384771241853,34.12002000000001,15.956140000000005,457.8306439308,2.99235714987451,0.0,84,3.0
IOWA,2022,58.5,26.693028954248387,34.913400000000024,12.591000000000008,410.36578614041997,2.6821293211792154,0.0,90,1.0
KANSAS,2022,27.5,31.177069281045775,39.24197000000004,14.4058,368.73174835728,2.410011427171765,34.0,94,2.0
MINNESOTA,2022,50.0,24.855406209150352,34.384100000000046,8.273600000000044,396.38572230828,2.590756354956078,0.0,88,1.0
MISSOURI,2022,45.5,28.899840522875838,36.18893000000003,15.477800000000002,471.7462904093,3.083309087642484,7.0,83,3.0
NEBRASKA,2022,49.0,29.199132418300675,37.969960000000015,12.830100000000016,349.0445079537,2.281336653292157,14.0,98,1.0
OHIO,2022,55.5,25.80962967320264,32.62548000000004,14.397520000000043,486.36633801677,3.178864954357974,0.0,84,2.0
SOUTH DAKOTA,2022,38.0,26.82455418300656,37.28726,11.38375000000002,283.69453492091003,1.8542126465418955,7.0,98,1.0
WISCONSIN,2022,54.0,24.009018562091523,32.50564000000003,10.407800000000009,473.24269491427,3.093089509243595,0.0,88,4.0
